@RELATION strains
@ATTRIBUTE of NUMERIC
@ATTRIBUTE the NUMERIC
@ATTRIBUTE and NUMERIC
@ATTRIBUTE in NUMERIC
@ATTRIBUTE to NUMERIC
@ATTRIBUTE strains NUMERIC
@ATTRIBUTE were NUMERIC
@ATTRIBUTE a NUMERIC
@ATTRIBUTE with NUMERIC
@ATTRIBUTE was NUMERIC
@ATTRIBUTE from NUMERIC
@ATTRIBUTE for NUMERIC
@ATTRIBUTE by NUMERIC
@ATTRIBUTE that NUMERIC
@ATTRIBUTE as NUMERIC
@ATTRIBUTE or NUMERIC
@ATTRIBUTE on NUMERIC
@ATTRIBUTE strain NUMERIC
@ATTRIBUTE be NUMERIC
@ATTRIBUTE isolates NUMERIC
@ATTRIBUTE resistant NUMERIC
@ATTRIBUTE is NUMERIC
@ATTRIBUTE at NUMERIC
@ATTRIBUTE not NUMERIC
@ATTRIBUTE against NUMERIC
@ATTRIBUTE two NUMERIC
@ATTRIBUTE 1 NUMERIC
@ATTRIBUTE these NUMERIC
@ATTRIBUTE all NUMERIC
@ATTRIBUTE which NUMERIC
@ATTRIBUTE patients NUMERIC
@ATTRIBUTE one NUMERIC
@ATTRIBUTE other NUMERIC
@ATTRIBUTE this NUMERIC
@ATTRIBUTE isolated NUMERIC
@ATTRIBUTE different NUMERIC
@ATTRIBUTE than NUMERIC
@ATTRIBUTE found NUMERIC
@ATTRIBUTE an NUMERIC
@ATTRIBUTE 10 NUMERIC
@ATTRIBUTE analysis NUMERIC
@ATTRIBUTE have NUMERIC
@ATTRIBUTE among NUMERIC
@ATTRIBUTE type NUMERIC
@ATTRIBUTE gene NUMERIC
@ATTRIBUTE are NUMERIC
@ATTRIBUTE dna NUMERIC
@ATTRIBUTE three NUMERIC
@ATTRIBUTE we NUMERIC
@ATTRIBUTE group NUMERIC
@ATTRIBUTE cells NUMERIC
@ATTRIBUTE but NUMERIC
@ATTRIBUTE both NUMERIC
@ATTRIBUTE four NUMERIC
@ATTRIBUTE clinical NUMERIC
@ATTRIBUTE human NUMERIC
@ATTRIBUTE activity NUMERIC
@ATTRIBUTE showed NUMERIC
@ATTRIBUTE 3 NUMERIC
@ATTRIBUTE five NUMERIC
@ATTRIBUTE 2 NUMERIC
@ATTRIBUTE coli NUMERIC
@ATTRIBUTE between NUMERIC
@ATTRIBUTE more NUMERIC
@ATTRIBUTE ml NUMERIC
@ATTRIBUTE azm NUMERIC
@ATTRIBUTE p NUMERIC
@ATTRIBUTE amino NUMERIC
@ATTRIBUTE it NUMERIC
@ATTRIBUTE genes NUMERIC
@ATTRIBUTE using NUMERIC
@ATTRIBUTE been NUMERIC
@ATTRIBUTE into NUMERIC
@ATTRIBUTE 4 NUMERIC
@ATTRIBUTE used NUMERIC
@ATTRIBUTE species NUMERIC
@ATTRIBUTE only NUMERIC
@ATTRIBUTE cell NUMERIC
@ATTRIBUTE may NUMERIC
@ATTRIBUTE pcr NUMERIC
@ATTRIBUTE results NUMERIC
@ATTRIBUTE most NUMERIC
@ATTRIBUTE susceptible NUMERIC
@ATTRIBUTE no NUMERIC
@ATTRIBUTE new NUMERIC
@ATTRIBUTE increased NUMERIC
@ATTRIBUTE those NUMERIC
@ATTRIBUTE bacterial NUMERIC
@ATTRIBUTE during NUMERIC
@ATTRIBUTE specific NUMERIC
@ATTRIBUTE acid NUMERIC
@ATTRIBUTE level NUMERIC
@ATTRIBUTE when NUMERIC
@ATTRIBUTE identification NUMERIC
@ATTRIBUTE within NUMERIC
@ATTRIBUTE their NUMERIC
@ATTRIBUTE free NUMERIC
@ATTRIBUTE micrograms NUMERIC
@ATTRIBUTE related NUMERIC
@ATTRIBUTE could NUMERIC
@ATTRIBUTE resistance NUMERIC
@ATTRIBUTE fine NUMERIC
@ATTRIBUTE compared NUMERIC
@ATTRIBUTE protein NUMERIC
@ATTRIBUTE susceptibility NUMERIC
@ATTRIBUTE proteins NUMERIC
@ATTRIBUTE high NUMERIC
@ATTRIBUTE its NUMERIC
@ATTRIBUTE 6 NUMERIC
@ATTRIBUTE study NUMERIC
@ATTRIBUTE escherichia NUMERIC
@ATTRIBUTE after NUMERIC
@ATTRIBUTE sequence NUMERIC
@ATTRIBUTE positive NUMERIC
@ATTRIBUTE whereas NUMERIC
@ATTRIBUTE also NUMERIC
@ATTRIBUTE restriction NUMERIC
@ATTRIBUTE had NUMERIC
@ATTRIBUTE pathogenic NUMERIC
@ATTRIBUTE total NUMERIC
@ATTRIBUTE tested NUMERIC
@ATTRIBUTE fragment NUMERIC
@ATTRIBUTE non NUMERIC
@ATTRIBUTE penicillin NUMERIC
@ATTRIBUTE jejuni NUMERIC
@ATTRIBUTE patterns NUMERIC
@ATTRIBUTE has NUMERIC
@ATTRIBUTE virus NUMERIC
@ATTRIBUTE determined NUMERIC
@ATTRIBUTE differences NUMERIC
@ATTRIBUTE detected NUMERIC
@ATTRIBUTE mics NUMERIC
@ATTRIBUTE sequences NUMERIC
@ATTRIBUTE helicobacter NUMERIC
@ATTRIBUTE 8 NUMERIC
@ATTRIBUTE types NUMERIC
@ATTRIBUTE campylobacter NUMERIC
@ATTRIBUTE 12 NUMERIC
@ATTRIBUTE 20 NUMERIC
@ATTRIBUTE b NUMERIC
@ATTRIBUTE rapid NUMERIC
@ATTRIBUTE granules NUMERIC
@ATTRIBUTE fom NUMERIC
@ATTRIBUTE 9 NUMERIC
@ATTRIBUTE similar NUMERIC
@ATTRIBUTE c NUMERIC
@ATTRIBUTE monocytogenes NUMERIC
@ATTRIBUTE vancomycin NUMERIC
@ATTRIBUTE six NUMERIC
@ATTRIBUTE drug NUMERIC
@ATTRIBUTE 14 NUMERIC
@ATTRIBUTE method NUMERIC
@ATTRIBUTE acids NUMERIC
@ATTRIBUTE 5 NUMERIC
@ATTRIBUTE negative NUMERIC
@ATTRIBUTE associated NUMERIC
@ATTRIBUTE vitro NUMERIC
@ATTRIBUTE each NUMERIC
@ATTRIBUTE insertion NUMERIC
@ATTRIBUTE 100 NUMERIC
@ATTRIBUTE lower NUMERIC
@ATTRIBUTE binding NUMERIC
@ATTRIBUTE antibiotic NUMERIC
@ATTRIBUTE observed NUMERIC
@ATTRIBUTE there NUMERIC
@ATTRIBUTE they NUMERIC
@ATTRIBUTE produced NUMERIC
@ATTRIBUTE pylori NUMERIC
@ATTRIBUTE aeruginosa NUMERIC
@ATTRIBUTE serotype NUMERIC
@ATTRIBUTE hiv NUMERIC
@ATTRIBUTE obtained NUMERIC
@ATTRIBUTE while NUMERIC
@ATTRIBUTE well NUMERIC
@ATTRIBUTE probe NUMERIC
@ATTRIBUTE based NUMERIC
@ATTRIBUTE 40 NUMERIC
@ATTRIBUTE treatment NUMERIC
@ATTRIBUTE i NUMERIC
@ATTRIBUTE useful NUMERIC
@ATTRIBUTE 19 NUMERIC
@ATTRIBUTE infected NUMERIC
@ATTRIBUTE concentration NUMERIC
@ATTRIBUTE groups NUMERIC
@ATTRIBUTE toxin NUMERIC
@ATTRIBUTE day NUMERIC
@ATTRIBUTE beta NUMERIC
@ATTRIBUTE identified NUMERIC
@ATTRIBUTE mycobacterium NUMERIC
@ATTRIBUTE identical NUMERIC
@ATTRIBUTE studied NUMERIC
@ATTRIBUTE several NUMERIC
@ATTRIBUTE single NUMERIC
@ATTRIBUTE field NUMERIC
@ATTRIBUTE some NUMERIC
@ATTRIBUTE amtb NUMERIC
@ATTRIBUTE genetic NUMERIC
@ATTRIBUTE bactericidal NUMERIC
@ATTRIBUTE s1a NUMERIC
@ATTRIBUTE revealed NUMERIC
@ATTRIBUTE presence NUMERIC
@ATTRIBUTE morganii NUMERIC
@ATTRIBUTE selected NUMERIC
@ATTRIBUTE autogenous NUMERIC
@ATTRIBUTE previously NUMERIC
@ATTRIBUTE capsules NUMERIC
@ATTRIBUTE per NUMERIC
@ATTRIBUTE children NUMERIC
@ATTRIBUTE gram NUMERIC
@ATTRIBUTE production NUMERIC
@ATTRIBUTE prevalence NUMERIC
@ATTRIBUTE 11 NUMERIC
@ATTRIBUTE highly NUMERIC
@ATTRIBUTE various NUMERIC
@ATTRIBUTE combination NUMERIC
@ATTRIBUTE staphylococcus NUMERIC
@ATTRIBUTE plasmid NUMERIC
@ATTRIBUTE d NUMERIC
@ATTRIBUTE test NUMERIC
@ATTRIBUTE did NUMERIC
@ATTRIBUTE higher NUMERIC
@ATTRIBUTE can NUMERIC
@ATTRIBUTE expression NUMERIC
@ATTRIBUTE distinct NUMERIC
@ATTRIBUTE changes NUMERIC
@ATTRIBUTE form NUMERIC
@ATTRIBUTE data NUMERIC
@ATTRIBUTE electrophoresis NUMERIC
@ATTRIBUTE entry NUMERIC
@ATTRIBUTE levels NUMERIC
@ATTRIBUTE cultures NUMERIC
@ATTRIBUTE molecular NUMERIC
@ATTRIBUTE suggest NUMERIC
@ATTRIBUTE nucleotide NUMERIC
@ATTRIBUTE effects NUMERIC
@ATTRIBUTE rantes NUMERIC
@ATTRIBUTE gastric NUMERIC
@ATTRIBUTE vibrio NUMERIC
@ATTRIBUTE although NUMERIC
@ATTRIBUTE natural NUMERIC
@ATTRIBUTE genomic NUMERIC
@ATTRIBUTE mic NUMERIC
@ATTRIBUTE tissue NUMERIC
@ATTRIBUTE tdh NUMERIC
@ATTRIBUTE serogroup NUMERIC
@ATTRIBUTE lectin NUMERIC
@ATTRIBUTE acanthamoeba NUMERIC
@ATTRIBUTE influenza NUMERIC
@ATTRIBUTE biovar NUMERIC
@ATTRIBUTE enzyme NUMERIC
@ATTRIBUTE 13 NUMERIC
@ATTRIBUTE genotypes NUMERIC
@ATTRIBUTE same NUMERIC
@ATTRIBUTE pseudomonas NUMERIC
@ATTRIBUTE isolation NUMERIC
@ATTRIBUTE tuberculosis NUMERIC
@ATTRIBUTE antibiotics NUMERIC
@ATTRIBUTE time NUMERIC
@ATTRIBUTE japanese NUMERIC
@ATTRIBUTE concentrations NUMERIC
@ATTRIBUTE range NUMERIC
@ATTRIBUTE plasmids NUMERIC
@ATTRIBUTE laboratory NUMERIC
@ATTRIBUTE gb NUMERIC
@ATTRIBUTE is1245 NUMERIC
@ATTRIBUTE decreased NUMERIC
@ATTRIBUTE less NUMERIC
@ATTRIBUTE our NUMERIC
@ATTRIBUTE gel NUMERIC
@ATTRIBUTE hybridization NUMERIC
@ATTRIBUTE 7 NUMERIC
@ATTRIBUTE g NUMERIC
@ATTRIBUTE is6110 NUMERIC
@ATTRIBUTE common NUMERIC
@ATTRIBUTE significantly NUMERIC
@ATTRIBUTE use NUMERIC
@ATTRIBUTE pattern NUMERIC
@ATTRIBUTE agar NUMERIC
@ATTRIBUTE infection NUMERIC
@ATTRIBUTE number NUMERIC
@ATTRIBUTE Sense {M1,M2,None}
@DATA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M2 % 9605980
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M2 % 9439129
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M2 % 9664574
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M2 % 9598939
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M2 % 9670362
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M2 % 9600339
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M2 % 9690760
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M2 % 9732150
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M2 % 9339396
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M2 % 9650925
1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M2 % 9572021
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M2 % 9638869
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M2 % 9640360
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M2 % 9251750
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M2 % 9439093
